Product_ID,Catagories,Product_Type,Product_Description,headings,Industries_WeldingProcess,Elements,Values
"Stoody Self Hardening ,(SHIP)",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Stoody Self-Hardening is a general purpose solid core hardfacing electrode that offers a good balance of impact and abrasion resistance. It can be used on both metal-to-metal and metal-to-earth applications.,Features,"Self-Hardening can be applied to carbon and low alloy steels. It can be forged at red heat, but it is not readily machinable.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","52-58 HRC,2.0 %,1.0 %,8.5 %,BAL %,3/16 in.,4.8 mm,
175-275 A
,1/8 in.,3.2 mm,
100-150 A
,5/32 in.,4.0 mm,
150-200 A
"
"Stoody,Railend,932",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Stoody Railend 932 is a solid cored electrode deigned specifically for repair of carbon steel railroad track components. It has excellent tensile strength to maintain the desired rail dimensions.,Features,"Railend 932 has fine weldability and a good bead contour.,It has a low hydrogen type of coating and is formulated for welding onto high carbon steel rails and frogs.,It is not intended for use on manganese steel.","Typical Tensile Properties,Hardness (HRC),Tensile Strength,Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","36-38 HRC,150 ksi,3.0 %,0.1 %,3.0 %,BAL %,3/16 in.,4.8 mm,
170-240 A
,1/4 in.,6.4 mm,
200-280 A
"
"Stoody,Nicromang",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Stoody Nicromang deposit is an austenitic manganese steel with excellent impact strength. It has a high deposition rate and work hardens under impact.,Features,"Deposits can be flame cut.,It is designed for build up and joining of manganese steels and is not recommended for buildup of carbon steels.,There is no limit to deposit thickness.,When welding, the interpass temperature should not exceed 500F.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,Mn,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","52 HRC,0.5 %,14.0 %,1.0 %,4.0 %,BAL %,3/16 in.,4.8 mm,
170-225 A
,1/4 in.,6.4 mm,
230-330 A
,1/8 in.,3.2 mm,
100-160 A
,5/16 in.,8.0 mm,
270-390 A
,5/32 in.,4.0 mm,
140-200 A
"
"Stoody,Foundry,Co-Mang",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Foundry Co-Mang is a manganese steel coated electrode. It is suitable for multi-layer build-up and has excellent work hardening characteristics.,Features,"It is usable for austenitic manganese steel repair, buildup, and joining.","Typical Tensile Properties,Elongation,Hardness (BHN),Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Other,Mn,C,Fe,Deposition Data,Full Range,Diameter,Current","42 %,350-450 BHN,128 ksi,71 ksi,1.0 %,16.0 %,1.0 %,BAL %,3/16 in.,4.8 mm,
175-225 A
,1/4 in.,6.4 mm,
220-280 A
,5/32 in.,4.0 mm,
140-180 A
"
"Stoody,CTS",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody CTS, because of its high manganese content, produces deposits which offer impact resistance as well as good abrasion resistance.",Features,"Deposits are not machinable or forgeable and should be limited to 2 layers.,CTS is a tubular electrode containing granular alloying elements and has a dipped graphitic coating.,It can be applied to carbon, low alloy, and manganese steels and can be used in hot wear applications up to 900F.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","47-61 HRC,6.0 %,4.0 %,28.0 %,BAL %,1/4 in.,6.4 mm,
175-250 A
"
"Stoody,Castweld,99",Covered (Stick) Electrodes (SMAW),Cast Iron Wires,"Stoody Castweld 99 is an excellent high nickel alloy material for the build up and the joining of cast iron, with its deposits softer than the Stoody Castweld 55, for better machining.",,,"Typical Weld Metal Analysis %,Mn,Cu,C,Si,Ni,Deposition Data,Full Range,Diameter,Current,Classifications: ","0.3 %,1.4 %,0.9 %,3.0 %,BAL %,3/32 in.,2.4 mm,
40-80 A
,1/8 in.,3.2 mm,
70-110 A
,AWS A5.15-90; Eni-CI"
"Stoody,Castweld,57",Covered (Stick) Electrodes (SMAW),Cast Iron Wires,Stoody Castweld 57 consistently produces weld deposits which exceed the physical properties of standard 50Ni/50Fe electrodes (ENiFe-CI or ENiFe-CIA).  These have typical weld deposit impact strengths of 1-9 pounds.  Castweld 57 can achieve impact strengths of 10-15 foot pounds.  Castweld 57 is used on worn cast iron parts requiring build up or joining but not needing tight dimensional control or machining.  Castweld 57 has good tolerance for the high phosphorus often found in cast iron to dissimilar metals.,,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Condition,Impact Value,Typical Weld Metal Analysis %,Mn,C,Si,Ni,Fe,Deposition Data,Full Range,Diameter,Current","7 %,62 ksi,51 ksi,As Welded,13 ft-lb,5.0 %,1.1 %,0.4 %,55.0 %,BAL %,3/16 in.,4.8 mm,
120-170 A
"
"Stoody,Castweld,55",Covered (Stick) Electrodes (SMAW),Cast Iron Wires,Stoody Castweld 55 is used on worn cast iron parts requiring build up or joining but not needing tight dimensional control or machining.,Features,Castweld 55 has good tolerance for the high phosphorus often found in cast iron to dissimilar metals.,"Typical Weld Metal Analysis %,Mn,C,Si,Ni,Fe,Deposition Data,Full Range,Diameter,Current,Classifications: ","0.6 %,1.3 %,0.8 %,49.0 %,BAL %,3/32 in.,2.4 mm,
40-80 A
,1/8 in.,3.2 mm,
70-110 A
,5/32 in.,4.0 mm,
100-140 A
,AWS A5.15-90; ENiFe-CI-A"
"Stoody,C",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Stoody C is a nickel based electrode that has excellent resistance to high heat and corrosion accompanied by abrasion / impact.  Stoody Alloy C retains hardness up to 1200° F (649° C) and has low frictional properties. Deposits are dense and smooth.,Features,"Resistant to high heat and corrosion accompanied by abrasion and/or impact.,Retains hardness up to 1200°F and has low frictional properties.  ,Deposits are dense and smooth.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Ni,Cr,Fe,Deposition Data,Full Range,Diameter,Current","35-40 HRC,21.0 %,0.1 %,BAL %,15.0 %,6.0 %,3/32 in.,2.4 mm,
55-100 A
,3/16 in.,4.8 mm,
130-170 A
,1/8 in.,3.2 mm,
80-120 A
,5/32 in.,4.0 mm,
110-150 A
"
"Stoody,Build-Up,LH",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody Build-Up LH deposit is a low alloy steel designed for low severity metal-to-metal wear. The electrode has a special low hydrogen coating which provides a high strength fusion bond on carbon and low alloy steels. As a base alloy for hardsurfacing overlays or for restoring parts to original dimensions, it provides a weld deposit with excellent compressive strength capable of absorbing heavy impact and/or compressive loads.",Features,"It can be applied in multiple layers without cracking, spalling, or mushrooming.,It is machinable in the as-welded condition with reasonable procedural care and can be forged at red heat.,It is not recommended for manganese steel or cast iron and does not work harden.,It should not be used for joining.","Typical Tensile Properties,Elongation,Hardness (HRC),Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","6 %,27-31 HRC,118 ksi,113 ksi,2.0 %,0.1 %,2.0 %,BAL %,3/16 in.,4.8 mm,
180-310 A
,1/4 in.,6.4 mm,
200-360 A
,1/8 in.,3.2 mm,
100-185 A
,5/32 in.,4.0 mm,
140-250 A
"
"Stoody,BTS",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,BTS is a bare tubular rod for oxy-acetylene applications. It is ideal for severe metal-to-earth abrasion and it is particularly suited where thin deposits are required.,Features,"Deposits exhibit a low friction coefficient mirror finish under earth abrasion.,It can be applied to carbon, and low alloy steels.,Deposits are not machinable or forgeable and can be used in hot wear applications up to 900F (480C).","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter","56-60 HRC,6.0 %,3.0 %,30.0 %,BAL %,3/16 in.,4.8 mm,5/32 in.,4.0 mm"
"Stoody,60",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 60 is a nickel based alloy with the same properties as Stoody 50, but produces a harder and more wear resistant deposit.   Certification to AWS specification - A5.21 ERNiCr-C,Certification to AWS specification - A5.21 ERNiCr-C. Stoodite cobalt base and nickel base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"Hard, wear resistant deposit,Grind finish, not machinable","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Ni,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Classifications: ","56-58 HRC,7.5 %,1.0 %,BAL %,12.5 %,4.5 %,3/16 in.,4.8 mm,
160-190 A
,1/4 in.,6.4 mm,
180-200 A
,5/32 in.,4.0 mm,
120-160 A
,AWS A5.21; ERNiCr-C"
"Stoody,50",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 50 is a nickel base alloy with a low melting point.  It flows easily onto base metals and yields smooth deposits that can be formed and wiped to sharp edge.  Deposits maintain a high level of hardness up to 1200°F, and resist galling and corrosion in addition to abrasion.  Stoody 50 can be deposited on low and medium carbon steels, and cast iron (with flux).  Deposits have exceptional hot hardness properties. Certification to AWS specification - A5.21 ERNiCr-B for bare rod; A5.13 ENiCr-B for coated electrode.  Certification to MIL specification - MIL-R-17131C Amd 1, Type MIL-R-NiCr-B-1 (Note - No active part number for military product - special order only based on business case),Certification to AWS specification - A5.21 ERNiCr-B for bare rods; A5.13 ENiCr-B for coated electrodes. Certification to MIL specification - MIL-R-17131C Amd 1, Type MIL-R-NiCr-B-1 (Note - No active part number for military product - special order only based on business case) Stoodite cobalt base and nickel base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"Flows easily onto base metals and yields smooth deposits,Can be formed and wiped to sharp edge,Deposits maintain high level of hardness up to 1200°F,Resists galling, corrosion, pitting and abrasion,Can be deposited on low and medium carbon steels, as well as cast iron (with flux)","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Ni,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Classifications: ","48-51 HRC,7.5 %,1.0 %,BAL %,13.0 %,3.5 %,3/16 in.,4.8 mm,
160-190 A
,5/32 in.,4.0 mm,
120-160 A
,AWS A5.21; ERNiCr-B"
"Stoody,35",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Primary applications for Stoody 35 involve severe abrasion with moderate to heavy impact. It is normally used for earth-to-metal wear or wear due to abrasion of other particulate material. Stoody 35 is a solid core electrode with a heavy extruded coating that contains the alloying elements. It can be applied out of position.,Features,"Deposits are uniform with excellent bead appearance and slag removal.,Stoody® 35 bonds readily to carbon, low alloy, and manganese steel.,>It develops surface checks and is not machinable or forgeable.,Compressive strength is very high.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","50-60 HRC,1.0 %,3.5 %,34.0 %,BAL %,3/16 in.,4.8 mm,
225-300 A
,1/4 in.,6.4 mm,
275-350 A
,1/8 in.,3.2 mm,
125-175 A
,5/32 in.,4.0 mm,
175-250 A
"
"Stoody,33",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 33 is an all position tubular electrode that is recommended where sound deposits with low coefficient of friction are desired. It bonds well with carbon, low alloy, and manganese steels, and polishes to a mirror finish.",Features,"Multiple layer deposits are sound and it can be heat treated.,Stoody has a versatile balance of abrasion wear resistance and impact strength.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","37-46 HRC,4.0 %,2.0 %,25.0 %,BAL %,3/16 in.,4.8 mm,
160-250 A
,5/32 in.,4.0 mm,
120-165 A
"
"Stoody,31",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 31 is the most general purpose hardfacing electrode in Stoodys product line. It offers an excellent balance of abrasion resistance and impact strength, making it very versatile.",Features,"Stoody® 31 is a tubular electrode with an extruded coating.,Deposits have a low coefficient of friction and provide good resistance to corrosion and heat.,The deposits are not machinable or forgeable.,Weldability is excellent with slag coverage that is virtually self-removing.,Stoody® 31 can be applied to carbon, low alloy, and manganese steels.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","45-49 HRC,4.0 %,3.0 %,27.0 %,BAL %,3/16 in.,4.8 mm,
170-240 A
,1/4 in.,6.4 mm,
250-325 A
,1/8 in.,3.2 mm,
100-120 A
,5/32 in.,4.0 mm,
120-180 A
"
"Stoody,2134",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 2134 exhibits excellent abrasion resistance in fine, sandy soils, and bonds well with carbon, low alloy, and  manganese steels. It is tubular electrode containing granular alloying elements. The coating is graphitic.",Features,"Deposits are not machinable or forgeable.,Stoody® 2134 can be used in hot wear applications up to 950F.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","56-60 HRC,7.0 %,4.0 %,25.0 %,BAL %,3/16 in.,4.8 mm,
150-210 A
,1/4 in.,6.4 mm,
180-300 A
,5/32 in.,4.0 mm,
110-170 A
"
"Stoody,2110",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Stoody 2110 is a solid core electrode designed for build-up of austenitic manganese parts subject to high impact loading. It is a modified high chromium - high manganese steel that combines toughness and wear resistance.,Features,"There is no limitation on deposit thickness.,Stoody 2110 is not recommended for cast iron.,It can be used on carbon steel or manganese steel base metal.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","48-55 HRC,17.0 %,0.5 %,13.0 %,BAL %,3/16 in.,4.8 mm,
150-260 A
,1/4 in.,6.4 mm,
240-325 A
,1/8 in.,3.2 mm,
100-130 A
,5/32 in.,4.0 mm,
125-190 A
"
"Stoody,21",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 21 is a tubular electrode with good impact and abrasion characteristics. Deposits are not machinable or forgeable. Stoody 21 bonds well with carbon, low alloy, and manganese steels.",Features,"Deposits are slightly magnetic on carbon and low alloy steels, but no on manganese steels, and will develop cross checks.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","46-56 HRC,4.0 %,5.0 %,17.0 %,BAL %,3/16 in.,4.8 mm,
140-220 A
,1/4 in.,6.4 mm,
175-300 A
,1/8 in.,3.2 mm,
90-130 A
,5/32 in.,4.0 mm,
120-160 A
"
"Stoody,19",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 19 is a solid core hardfacing electrode with easy slag removal. It has a moderate alloy content, providing a balanced performance on abrasion resistance and impact. It has an extruded coating containing the alloying elements.",Features,"Deposits are not machinable or forgeable.,Stoody® 19 bonds well with carbon, low alloy, and manganese steels.,Deposits are slightly magnetic on carbon and low alloy steels, but not on manganese steels, and will develop cross checks.","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","45-55 HRC,2.5 %,2.5 %,21.0 %,BAL %,3/16 in.,4.8 mm,
140-220 A
,1/8 in.,3.2 mm,
90-130 A
,5/32 in.,4.0 mm,
120-160 A
"
"Stoody,1102",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoody 1102 is an electrode with a solid core wire designed for wear resistance in metal-to-metal applications.  It has an extruded coating containing the alloying elements.  Stoody 1102 has an all-weld-metal composition and physical properties that are similar to those of H-12 tool steel.  Weldability is very good and it can be applied in all positions.  Stoody 1102 requires carbide tools for machining.  It is good for hot wear applications up to 1100° F (595° C).  Multiple layers can be applied without difficulty when proper preheat and interpass temperatures, and cooling rates are controlled.",,,"Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","52-58 HRC,3.0 %,0.5 %,5.5 %,BAL %,1/8 in.,3.2 mm,
125-150 A
"
"Stoodite,21",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoodite 21 is a low carbon, molybdenum strengthened cobalt chromium alloy with excellent high temperature strength and stability frequently used in hot die applications.  With anti-galling, cavitation erosion, and corrosion resistance, Stoodite 21 is a popular fluid valve seat facing alloy.   Certification to AWS specification - A5.21 ERCoCr-E for bare rods; A5.13 ECoCr-E for coated electrodes.,Certification to AWS specification - A5.21 ERCoCr-E for bare rods; A5.13 ECoCr-E for coated electrodes. Stoodite cobalt base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"Excellent high temperature strength and stability,Anti-galling under self-mated conditions,Cavitation erosion resistant,Corrosion resistant","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Mn,Mo,C,Si,W,Ni,Co,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Voltage,Classifications: ","40-45 HRC,0.5 %,5.2 %,0.2 %,0.7 %,0.1 %,2.5 %,BAL %,27.9 %,3.4 %,3/16 in.,4.8 mm,
140-160 A
,
20-40 V
,1/4 in.,6.4 mm,
160-180 A
,
20-40 V
,1/8 in.,3.2 mm,
90-120 A
,
20-40 V
,5/32 in.,4.0 mm,
120-140 A
,
20-40 V
,AWS A5.21; ERCoCr-E; AWS A5.13; ECoCr-E"
"Stoodite,6",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoodite 6 provides resistance to many forms of chemical and mechanical degradation over a wide temperature range.  The most generally used cobalt alloy, Stoodite 6 attributes include outstanding self-mated anti-galling properties, high temperature hardness, and high resistance to cavitation erosion.   Certification to AWS specification - A5.21 ERCoCr-A for bare rod; A5.13 ECoCr-A for coated electrode.,Certification to AWS specification - A5.21 ERCoCr-A for bare rod; A5.13 ECoCr-A for coated electrode. Stoodite cobalt base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"The most versatile and widely used cobalt alloy with a good balance of abrasion and impact resistance,Excellent resistance to many forms of mechanical and chemical degradation over a wide temperature range,Outstanding self-mated anti-galling properties,High temperature hardness,Resistance to cavitation erosion,Machinable with carbide tools,Bonds well with weldable alloy steels, including stainless","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Mn,Mo,C,Si,W,Ni,Co,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Voltage,Classifications: ","40-48 HRC,0.1 %,0.1 %,1.1 %,1.0 %,4.5 %,1.9 %,BAL %,28.8 %,3.2 %,3/16 in.,4.8 mm,
140-160 A
,
20-40 V
,1/4 in.,6.4 mm,
160-180 A
,
20-40 V
,1/8 in.,3.2 mm,
90-120 A
,
20-40 V
,5/32 in.,4.0 mm,
120-140 A
,
20-40 V
,AWS A5.21; ERCoCr-A; AWS A5.13; ECoCr-A; MIL R-17131C Amd 1, Type MIL-RCoCr-A-1"
"Stoody,1105",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,Stoody 1105 LH is a solid core electrode designed for wear resistance in metal-to-metal applications. It has an extruded coating containing the alloying elements. It provides good weldability and a high deposition rate. It bonds readily to carbon and low alloy steels and is not recommended for manganese steels or cast irons. It is forgeable at red heat.,,,"Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Other,C,Cr,Fe,Deposition Data,Full Range,Diameter,Current","38-42 HRC,2.0 %,0.5 %,3.0 %,BAL %,3/16 in.,4.8 mm,
165-250 A
,1/8 in.,3.2 mm,
80-150 A
,5/32 in.,4.0 mm,
140-210 A
"
"Stoodite,12",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoodite 12 is similar to Stoodite 6 in composition with the most significant difference being carbide volume.  Stoodite 12 has high hardness and abrasion resistance.  Non-magnetic and non-forgeable, the alloy can be machined with great difficulty using carbide tools.  Stoodite 12 bonds well with weldable alloy steels, including stainless.   Can be certified to AWS specification - A5.21 ERCoCr-B for bare rods; A5.13 ECoCr-B for coated electrodes.,Can be certified to AWS specification - A5.21 ERCoCr-B for bare rods; A5.13 ECoCr-B for coated electrodes. Stoodite cobalt base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"High hardness and abrasion resistance,Bonds well with weldable alloy steels, including stainless","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Mn,Mo,C,Si,W,Ni,Co,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Voltage,Classifications: ","46-48 HRC,0.1 %,0.1 %,1.3 %,0.9 %,8.0 %,2.0 %,BAL %,29.8 %,3.3 %,1/8 in.,3.2 mm,
90-120 A
,
20-40 V
,5/32 in.,4.0 mm,
120-140 A
,
20-40 V
,AWS A5.21; ERCoCr-B; AWS A5.13; ECoCr-B"
"Stoodite,6H",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoodite 6H, like its base product Stoodite 6, provides resistance to many forms of chemical and mechanical degradation over a wide temperature range.  While the chemistry of Stoodite 6H will fall within that prescribed for the base product, several elements have been more closely controlled to provide better transfer across an arc, thus yielding a smoother gas tungsten arc deposit.  The premium alloy has outstanding consistency, anti-galling properties, high temperature hardness, and high resistance to cavitation erosion.  Stoodite 6H bonds well with weldable grade steels including stainless.   Can be certified to AWS specification - A5.21 ERCoCr-A,Can be certified to AWS specification - A5.21 ERCoCr-A. Stoodite cobalt base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"Good balance of abrasion and impact resistance,Excellent resistance to many forms of mechanical and chemical degradation over a wide temperature range,Outstanding self-mated anti-galling properties,High temperature hardness,Resistance to cavitation erosion,Machinable with carbide tools,Bonds well with weldable alloy steels, including stainless","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Mn,Mo,C,Si,W,Ni,Co,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Voltage,Classifications: ","40-48 HRC,0.09 %,0.1 %,1.3 %,1.3 %,5.5 %,1.0 %,BAL %,30.6 %,1.0 %,3/16 in.,4.8 mm,
140-160 A
,
20-24 V
,1/8 in.,3.2 mm,
90-120 A
,
20-24 V
,5/32 in.,4.0 mm,
120-140 A
,
20-24 V
,AWS A5.21; ERCoCr-A; MIL R-17131C Amd 1, Type MIL-RCoCr-A-3"
"Stoodite,1",Covered (Stick) Electrodes (SMAW),Hardfacing Alloys,"Stoodite 1 has the highest hardness of the standard Stoodite cobalt alloys and is used in elevated temperature wear applications.  It has a large volume of chromium carbides in a cobalt matrix, giving the alloy excellent resistance to abrasion and solid particle erosion.  Stoodite 1 is non-magnetic and non-forgeable, and can be machined with difficulty using carbide tools.  It bonds well with stainless and other weldable alloy steels.  Certification to AWS specification - A5.21 ERCoCr-C for bare rod; A5.13 ECoCr-C for coated electrode.,Certification to AWS specification - A5.21 ERCoCr-C for bare rod; A5.13 ECoCr-C for coated electrode. Stoodite cobalt base alloys are manufactured to conform to the chemistry and usability requirements of the specifications noted.  Certification to ASME and MIL must be requested at the time order is placed and must appear on the written P.O.  Additional charges apply for military, nuclear, or special certification requirements.",Features,"Excellent abrasion and solid particle erosion resistance,Bonds well with weldable alloy steels, including stainless","Typical Tensile Properties,Hardness (HRC),Typical Weld Metal Analysis %,Mn,Mo,C,Si,W,Ni,Co,Cr,Fe,Deposition Data,Full Range,Diameter,Current,Voltage,Classifications: ","53-54 HRC,0.1 %,0.1 %,2.1 %,0.9 %,12.1 %,1.9 %,BAL %,29.6 %,3.3 %,1/8 in.,3.2 mm,
90-120 A
,
20-40 V
,5/32 in.,4.0 mm,
120-140 A
,
20-40 V
,AWS A5.21; ERCoCr-C; AWS A5.13; ECoCr-C"
"OK,NiCu-7",Covered (Stick) Electrodes (SMAW),Nickel Based Alloys,A nickel-copper electrode for welding NiCu alloys to themselves and to steels and for corrosion-resistant surfacing. The weld metal of OK NiCu-7 is crack resistant and ductile and meets rigorous requirements relating to corrosion resistance in sea water and in reducing and oxidising acids. OK NiCu-7 is used for welding corrosion-resistant monel alloys within the petroleum and ammonium sulphate industry and in power plants.,,,"Typical Tensile Properties,AWS,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,AWS,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,Mn,Cu,C,Ti,Si,Ni,Fe,Deposition Data,Diameter,Burn-off Time/Electrode,Current,Deposition Rate,Number of Electrodes/Weld Metal,Voltage,Weld Metal/Electrodes Weight,Classifications: ,Alloy Type: ,Coating Type: ,Ferrite Content: ,Welding Current: ","
,
,
,40 %,93 ksi,59.5 ksi,
,
,
,74 ft-lb,68 °F,59 ft-lb,-321 °F,3.0 %,29 %,0.02 %,0.4 %,0.5 %,66 %,1.9 %,5/32 x 14 in.,4.0 x 350 mm,
54 hr
,
120-140 A
,
5.3 lb/h,2.4 kg/h
,
28
,
28 V
,
1.4 lb,0.63 kg
,1/8 x 14 in.,3.2 x 350 mm,
52 hr
,
70-120 A
,
3.5 lb/h,1.6 kg/h
,
42
,
26 V
,
1.4 lb,0.63 kg
,3/32 x 12 in.,2.5 x 300 mm,
45 hr
,
50-70 A
,
2.2 lb/h,1.0 kg/h
,
83
,
22 V
,
1.4 lb,0.63 kg
,SFA/AWS A5.11; ENiCu-7; EN ISO 14172; E Ni 4060  (NiCu30Mn3Ti),NiCu-alloy,Basic,FN 0,DC+"
"OK,NiCrMo-5",Covered (Stick) Electrodes (SMAW),Nickel Based Alloys,"OK NiCrMo-5 deposits an all weld metal that is similar to AWS classification ENiCrMo-5. The all weld metal consists of a Ni-Cr-Mo-W alloy of Hastelloy C type. The weld metal is tough and work hardens. The high temperature properties regarding tensile strength, hardness, thermal shock and scaling are good. It is resistant to damp chlorine gas and to hydrochloric-, nitric-, sulphuric- and phosphoric acids at room temperature.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Mn,Mo,C,Si,W,Ni,Cr,Fe,Deposition Data,Diameter,Burn-off Time/Electrode,Current,Deposition Rate,Number of Electrodes/Weld Metal,Voltage,Weld Metal/Electrodes Weight,Classifications: ,Alloy Type: ,Coating Type: ,Welding Current: ","
,
,17 %,109 ksi,75 ksi,0.9 %,16.4 %,0.05 %,0.5 %,3.5 %,57.5 %,15.5 %,5.5 %,5/32 x 14 in.,4.0 x 350 mm,
89 hr
,
160-200 A
,
5.1 lb/h,2.3 kg/h
,
19
,
20 V
,
1.4 lb,0.64 kg
,1/8 x 14 in.,3.2 x 350 mm,
86 hr
,
110-150 A
,
3.5 lb/h,1.6 kg/h
,
28
,
18 V
,
1.4 lb,0.63 kg
,3/32 x 12 in.,2.5 x 300 mm,
62 hr
,
65-110 A
,
2.4 lb/h,1.1 kg/h
,
56
,
18 V
,
1.3 lb,0.61 kg
,3/16 x 14 in.,5.0 x 350 mm,
106 hr
,
190-250 A
,
6.8 lb/h,3.1 kg/h
,
11
,
20 V
,
1.4 lb,0.65 kg
,EN 14700; E Z Ni2,Nickel alloy,Rutile Basic,DC+, AC"
